year,month,day,tmin,tmax,rain,et0
1976,1,1,8.9,28.2,0,5.7
1976,1,2,8.6,28,0,5.9
1976,1,3,12,26.5,0,6.9
1976,1,4,9.4,22.5,0,6.4
1976,1,5,7.6,23.9,0,6
1976,1,6,7.9,25.5,0,6
1976,1,7,9.5,26.5,0,6.3
1976,1,8,9.9,27.5,0,6.3
1976,1,9,10.4,28.5,0,6.3
1976,1,10,11.9,29.3,0,6.6
1976,1,11,12.6,29.8,0,6.9
1976,1,12,13.2,30,0,7.1
1976,1,13,13.2,30.7,0,6.9
1976,1,14,13,31.4,0,6.6
1976,1,15,13.3,32.2,0,6.6
1976,1,16,13.1,32.8,0,6.8
1976,1,17,13.7,33.1,0,7.3
1976,1,18,14.8,33.6,0,7.4
1976,1,19,15.1,33.9,0,7.5
1976,1,20,15.7,34.1,0,7.5
1976,1,21,16.4,33.8,0,8
1976,1,22,16.9,33.2,0,8
1976,1,23,16.2,33.1,0,8
1976,1,24,14.7,33.2,0,7.5
1976,1,25,13.5,33.7,0,7.4
1976,1,26,13.6,34.3,0,7.8
1976,1,27,15,34.3,0,8.3
1976,1,28,17.1,32.7,0,8.4
1976,1,29,16.3,31.7,0,8.2
1976,1,30,14.5,31.3,0,7.6
1976,1,31,12.7,31.2,0,6.8
1976,2,1,10.5,32,0,6.5
1976,2,2,9.8,33,0,6.8
1976,2,3,10,33.7,0,7
1976,2,4,11,34.4,0,6.7
1976,2,5,10.2,34.7,0,6
1976,2,6,11,35.6,0,6
1976,2,7,10.9,36.4,0,5.3
1976,2,8,10.3,37.1,0,5.6
1976,2,9,15.7,35.9,0,7.6
1976,2,10,15.7,35.4,0,7.1
1976,2,11,15.9,35,0,6.7
1976,2,12,14.8,34.8,0,7
1976,2,13,15.1,33.4,0,7
1976,2,14,14.8,34.2,0,6.9
1976,2,15,16.6,33.6,0,7.6
1976,2,16,17,33.3,0,8.7
1976,2,17,16.8,34.9,0,8.7
1976,2,18,17,35.3,0,8.8
1976,2,19,15.9,34.6,0,7.6
1976,2,20,14.3,35.2,0,7
1976,2,21,13.7,36.6,0,6.7
1976,2,22,15.9,37.6,0,7.6
1976,2,23,16.9,37.7,0,8.4
1976,2,24,17.2,37.5,0,8.2
1976,2,25,16.6,37.9,0,7.3
1976,2,26,16,38.3,0,7.9
1976,2,27,18,37.8,0,8.3
1976,2,28,16.4,38.2,0,7.9
1976,2,29,14.9,38.6,0,7.6
1976,3,1,16.8,38.6,0,8.2
1976,3,2,17.5,39.3,0,8.6
1976,3,3,17.7,39.3,0,8.3
1976,3,4,17.5,39.4,0,8.3
1976,3,5,18.2,40,0,8.7
1976,3,6,20.1,39.8,0,8.9
1976,3,7,19,39.7,0,7.7
1976,3,8,16.4,39.7,0,5.9
1976,3,9,14.7,40.1,0,6.4
1976,3,10,20.1,37.8,0,8.1
1976,3,11,17.9,36.6,0,8.2
1976,3,12,13.7,36.1,0,6.8
1976,3,13,13.2,36.4,0,6.3
1976,3,14,15,36.7,0,7.2
1976,3,15,14.6,36.9,0,7.6
1976,3,16,12.6,36.1,0,7.5
1976,3,17,15.4,36.2,0,7.3
1976,3,18,15.5,37,0,7.9
1976,3,19,15.2,37.6,0,8.1
1976,3,20,15.5,37.9,0,8.4
1976,3,21,14.2,38.6,0,8.1
1976,3,22,14.6,39.1,0,8.4
1976,3,23,14,39.7,0,8.4
1976,3,24,17.5,40.1,0,9
1976,3,25,15.2,40.2,0,7.5
1976,3,26,15.6,40.6,0,7.6
1976,3,27,17.3,40.7,0,8.3
1976,3,28,18.2,40.6,0,8.4
1976,3,29,19.4,39.7,0,8
1976,3,30,18.2,39.9,0,7.6
1976,3,31,18.1,40.3,0,7.8
1976,4,1,17.9,40.9,0,8
1976,4,2,20.1,41.2,0,9
1976,4,3,19.9,40.8,0,8.4
1976,4,4,17.6,40.4,0,7.1
1976,4,5,16,40.8,0,7
1976,4,6,17,41.3,0,7.7
1976,4,7,19.4,41.6,0,8.9
1976,4,8,17.7,40.6,0,7.7
1976,4,9,17.2,40.7,0,8
1976,4,10,16.6,40.7,0,8.1
1976,4,11,20.4,39.7,0,8.4
1976,4,12,18.9,39.7,0,8.5
1976,4,13,20.6,40.2,0,8.2
1976,4,14,18.9,40,0,7.4
1976,4,15,22.4,38.4,0,5.8
1976,4,16,22.4,37.7,2.2,6.7
1976,4,17,20.1,37.5,3.1,5.6
1976,4,18,20.5,36.2,0.2,5.8
1976,4,19,20.9,36,0.6,5.8
1976,4,20,21.2,35.7,3.2,5.5
1976,4,21,21.2,38.3,0,6.4
1976,4,22,20.2,38.1,0,6.4
1976,4,23,21,36.5,0.4,5.8
1976,4,24,20.8,36.9,0,4.9
1976,4,25,20.8,37,0,6.2
1976,4,26,21.8,35.5,5.4,6.4
1976,4,27,20.9,32.7,4,5.5
1976,4,28,19.4,36.2,0,5.4
1976,4,29,17.9,38.4,0,7
1976,4,30,15.8,38.9,0,5.6
1976,5,1,14.1,38.7,0,5
1976,5,2,14.3,39,0,5.1
1976,5,3,14.8,39.2,0,5.5
1976,5,4,17.2,40.4,0,5.7
1976,5,5,18.4,40.4,0,5.3
1976,5,6,26.3,39.8,0.6,7.8
1976,5,7,22.4,32,5.5,5.4
1976,5,8,21.7,35.8,0.1,5.2
1976,5,9,22.9,36.1,1.2,5.1
1976,5,10,22.3,38.8,0.6,6.2
1976,5,11,22.1,39,0.2,6.3
1976,5,12,21.3,36.4,5.8,6.2
1976,5,13,21.7,38.3,0.6,6.9
1976,5,14,20.2,40.3,0,6.8
1976,5,15,17.3,40.9,0,6.7
1976,5,16,17.3,40.1,0,6.1
1976,5,17,24,40.5,0,6.5
1976,5,18,24.1,39.3,0,7.2
1976,5,19,24.9,38.3,0,7.9
1976,5,20,22.6,37.4,0,6.5
1976,5,21,21.4,36.9,0,5.9
1976,5,22,22.5,36.3,3.9,5.6
1976,5,23,21.6,35.8,8.7,5.5
1976,5,24,22.4,31.7,7.9,4.5
1976,5,25,22.6,32.6,9.7,5.1
1976,5,26,22.1,32,10.9,5.2
1976,5,27,22.3,32.9,2.5,5.4
1976,5,28,22.1,34.4,0.8,5.9
1976,5,29,21.9,35.5,3,5.4
1976,5,30,22.5,34.6,3.8,5.7
1976,5,31,21.9,33.7,2.8,5.5
1976,6,1,22.2,33.5,7.8,5.3
1976,6,2,21.8,32.8,0,5.4
1976,6,3,22.9,33,4.6,5.2
1976,6,4,22.3,35.3,1.4,5.4
1976,6,5,20.4,36.6,0.5,5.7
1976,6,6,17.6,39.4,0,6.8
1976,6,7,16.4,39.6,0,6.2
1976,6,8,17.7,40.7,0,6.5
1976,6,9,22.6,37.9,0.3,6.4
1976,6,10,23,37.8,0,7.6
1976,6,11,25.6,39.3,0.1,7.1
1976,6,12,24.9,39.2,0,5.5
1976,6,13,24.3,39.1,1.5,6
1976,6,14,23.2,37.5,2.1,6.8
1976,6,15,23.2,37.5,0.2,5.7
1976,6,16,23.2,37.9,1.2,6.3
1976,6,17,22.7,36.7,8.2,6.2
1976,6,18,22.4,31.5,4.4,5.4
1976,6,19,23.6,34.1,0,5.3
1976,6,20,23.6,36.1,2.8,5.4
1976,6,21,22,35.9,0,4.9
1976,6,22,23.8,37,0.7,5.7
1976,6,23,22,37,2.2,6.3
1976,6,24,22.4,36.8,0,5.7
1976,6,25,24.3,39.7,4.1,5.7
1976,6,26,23.2,37.2,1,6.1
1976,6,27,23,36.6,2.5,6.2
1976,6,28,24.2,38,0,6.9
1976,6,29,24.5,36.9,8.8,6.4
1976,6,30,22.2,34.1,2.5,5.7
1976,7,1,21.8,34.8,5.5,5.8
1976,7,2,22.4,35.1,0,5.4
1976,7,3,22.8,34.1,4.3,5.4
1976,7,4,22.1,33.7,3.7,5.9
1976,7,5,21.9,34.7,0.4,5
1976,7,6,23.1,35.4,3.8,5.1
1976,7,7,23,36.5,0,5
1976,7,8,23.3,36.9,0,6
1976,7,9,24.4,36.6,1.6,4.6
1976,7,10,24,39.3,0,5.7
1976,7,11,25.8,38.7,0,7.7
1976,7,12,24.9,37.9,0,7.7
1976,7,13,22.6,35,13.2,6.2
1976,7,14,21.3,33,2.3,5
1976,7,15,21.5,33.2,2.7,5
1976,7,16,21.7,33.5,2.1,5
1976,7,17,22.8,34,4.2,4.7
1976,7,18,22,33.6,0,4.7
1976,7,19,23.6,36.8,0,5.6
1976,7,20,24.4,37.6,6.2,5.8
1976,7,21,22.3,32.5,10.5,4.9
1976,7,22,21.2,34.8,2.3,5.8
1976,7,23,21.6,35.8,0.1,4.9
1976,7,24,22.7,36.3,1.4,5.3
1976,7,25,22.4,37.2,0.2,5.5
1976,7,26,22.2,33.8,5.1,5.5
1976,7,27,21.9,35.7,0,5.3
1976,7,28,24.5,38.9,0,5.5
1976,7,29,23.9,37.4,0.6,6.7
1976,7,30,22.4,37.6,2.3,6.4
1976,7,31,22.3,37.6,1.1,5.6
1976,8,1,23.3,37.7,0.4,6.3
1976,8,2,23.1,38.8,1.2,5.9
1976,8,3,22.8,38.5,0.7,5.8
1976,8,4,22.3,37.4,1.9,5.9
1976,8,5,22.8,36.3,8.8,6.2
1976,8,6,22.5,34.7,3.6,5
1976,8,7,22.9,36.3,0.6,5.7
1976,8,8,22.1,36.1,0,5.2
1976,8,9,23.4,36.2,5.1,6
1976,8,10,21.9,32.9,7.7,5.6
1976,8,11,22,32.7,6.7,5.4
1976,8,12,22,33.1,6.4,5.7
1976,8,13,21.2,33.5,0.5,5.1
1976,8,14,22.1,33.5,9.1,5.5
1976,8,15,21.9,30.2,6.1,5.1
1976,8,16,21.7,32.4,0,5
1976,8,17,22.4,35.6,2.2,5.2
1976,8,18,21.5,33.4,0.5,5
1976,8,19,23,34.1,1,5
1976,8,20,21.2,29.2,19.7,5.1
1976,8,21,21.2,28.8,0,4.3
1976,8,22,21.4,31,0,4.9
1976,8,23,22.1,33.7,0,4.9
1976,8,24,22.5,35,0,5.4
1976,8,25,22,35.1,7.9,6.1
1976,8,26,22,31.8,0,5.4
1976,8,27,22.3,31.1,2.5,4.4
1976,8,28,21.8,32.4,13.8,5.3
1976,8,29,22.2,32.2,7.3,5.4
1976,8,30,21.4,31.6,9.3,5.2
1976,8,31,22.1,31.7,0.2,4.9
1976,9,1,21.7,32.9,4,5.5
1976,9,2,21.2,32.1,24.8,5.3
1976,9,3,21.3,30.5,3.5,4.8
1976,9,4,22.6,32.3,0,4.8
1976,9,5,22.4,32.8,1.9,5.1
1976,9,6,21.2,31.4,5.2,4.7
1976,9,7,22.6,32,0,5.1
1976,9,8,21.8,33.3,4.6,5.1
1976,9,9,22.7,30.5,8.7,5
1976,9,10,21.9,32.6,2.8,5.6
1976,9,11,22,33.9,2.3,5.9
1976,9,12,21,34,0.9,5.1
1976,9,13,21.5,35.3,1.1,4.7
1976,9,14,21.7,35,1.2,5.1
1976,9,15,21.2,35,2,4.6
1976,9,16,21.5,34.8,0,4.8
1976,9,17,22.1,34.3,7.3,5.9
1976,9,18,22.3,31.8,5.8,5.2
1976,9,19,20.8,32.4,0,4.4
1976,9,20,21.4,35.3,1.1,5.4
1976,9,21,20.5,34.4,0.1,4.8
1976,9,22,21.5,36.1,0,4.7
1976,9,23,22.5,37.7,0,5.6
1976,9,24,20.2,39,0,6.2
1976,9,25,19.4,38.4,0,6.3
1976,9,26,18.7,37.3,0,6.1
1976,9,27,16.7,37.2,0,6
1976,9,28,16.8,37.3,0,6.2
1976,9,29,15.9,38.8,0,6.7
1976,9,30,15.8,39.3,0,6.8
1976,10,1,15.6,39.4,0,6.3
1976,10,2,16.3,39.3,0,6
1976,10,3,16,39.7,0,7.3
1976,10,4,15.9,39.4,0,7.4
1976,10,5,14.8,38.9,0,7.2
1976,10,6,15.6,38.4,0,7.5
1976,10,7,16.1,38.1,0,7.7
1976,10,8,15.9,38.5,0,7.6
1976,10,9,17.7,38.9,0,8.2
1976,10,10,18.7,38.5,0,8.1
1976,10,11,18.5,38.5,0,7.7
1976,10,12,17.8,38,0,7.3
1976,10,13,16.3,37.9,0,7.2
1976,10,14,16.3,37.7,0,7.8
1976,10,15,17.6,37.3,0,7.6
1976,10,16,17.2,37.2,0,6.7
1976,10,17,14.2,38.1,0,5.9
1976,10,18,15.9,39.1,0,6.6
1976,10,19,16.6,39.9,0,6.2
1976,10,20,16.3,39.3,0,5.8
1976,10,21,22.1,37.7,1,5.8
1976,10,22,20,36.5,3.5,3.9
1976,10,23,19.9,34.7,0,4
1976,10,24,21.6,37.4,0,4.9
1976,10,25,18.7,38,0,5.5
1976,10,26,15.1,37.9,0,7.4
1976,10,27,17.7,38,0,7.9
1976,10,28,17.1,38,0,7.5
1976,10,29,13.8,37.4,0,5.6
1976,10,30,13.9,37.4,0,5.6
1976,10,31,14.3,37.5,0,6.1
1976,11,1,14.7,37.9,0,6.7
1976,11,2,14.9,38.1,0,7.3
1976,11,3,16.4,37.3,0,6.8
1976,11,4,15.8,37.4,0,6.8
1976,11,5,15.5,37.6,0,6.7
1976,11,6,15.7,38,0,7
1976,11,7,15.7,37.8,0,6.6
1976,11,8,15.6,38.2,0,6.5
1976,11,9,16.9,38.3,0,6.9
1976,11,10,16.9,38.2,0,6.7
1976,11,11,13.8,37.4,0,6.1
1976,11,12,13.5,37,0,5.6
1976,11,13,14.9,37.1,0,6.6
1976,11,14,16.3,37.2,0,7.5
1976,11,15,18.5,36.5,0,8.4
1976,11,16,18.7,34.8,0,8.3
1976,11,17,16.5,34.1,0,7.6
1976,11,18,15.7,32.8,0,7.3
1976,11,19,14.2,32.5,0,7
1976,11,20,14.4,32.8,0,7.1
1976,11,21,15.1,32.8,0,7.2
1976,11,22,16.4,33,0,7.2
1976,11,23,15.6,33.5,0,6.8
1976,11,24,14.3,33.8,0,6.9
1976,11,25,15,33.8,0,6.8
1976,11,26,14.9,33.8,0,6.6
1976,11,27,15.2,34,0,6.8
1976,11,28,15.8,34.1,0,7.5
1976,11,29,17.3,33.3,0,8.4
1976,11,30,16.3,31.1,0,7.9
1976,12,1,14.4,29.5,0,7.1
1976,12,2,11.9,29.2,0,6.5
1976,12,3,11.5,29.1,0,6.1
1976,12,4,12,29.4,0,5.7
1976,12,5,11.4,30.2,0,5.2
1976,12,6,11.2,31.3,0,5.3
1976,12,7,12.6,32.6,0,6
1976,12,8,13.3,33.1,0,6.3
1976,12,9,14.2,33.2,0,6.4
1976,12,10,14.7,33.1,0,6.6
1976,12,11,14.8,32.5,0,6.9
1976,12,12,13.7,31.7,0,6.9
1976,12,13,12.8,32.3,0,6.7
1976,12,14,13,33.2,0,6.6
1976,12,15,14.7,33.5,0,7.2
1976,12,16,15.1,32.8,0,7.4
1976,12,17,14.7,31.3,0,7.2
1976,12,18,13.6,30.2,0,6.9
1976,12,19,12.5,28.7,0,6.5
1976,12,20,11.5,28.6,0,6.4
1976,12,21,11,28.5,0,6.2
1976,12,22,10.8,29.3,0,5.6
1976,12,23,10.7,30.4,0,5.4
1976,12,24,10.5,31.2,0,5.4
1976,12,25,11.7,31.9,0,6
1976,12,26,13,33.1,0,6.5
1976,12,27,14.7,32.3,0,6.6
1976,12,28,13.3,31.7,0,6.5
1976,12,29,12.6,32.1,0,6.5
1976,12,30,13.8,32.8,0,6.7
1976,12,31,14.9,32.6,0,7.3
1977,1,1,11.8,32.1,0,6.7
1977,1,2,10,32.6,0,6.3
1977,1,3,10.1,33.2,0,6.2
1977,1,4,11.7,33.2,0,6.8
1977,1,5,14.2,32.4,0,7.7
1977,1,6,15.8,30.8,0,7.6
1977,1,7,14.3,29.7,0,7.2
1977,1,8,13.2,29.1,0,6.8
1977,1,9,11.3,29.6,0,6.6
1977,1,10,8.9,30.1,0,5.5
1977,1,11,7,30.8,0,4.9
1977,1,12,8.4,31.9,0,5.2
1977,1,13,11.6,33,0,6.5
1977,1,14,13.1,31.9,0,7.7
1977,1,15,14.9,30.1,0,7.9
1977,1,16,14.8,28.5,0,7.9
1977,1,17,12.5,27.9,0,7.2
1977,1,18,12.3,28.7,0,6.9
1977,1,19,11.6,29,0,6.5
1977,1,20,10.4,29.7,0,6
1977,1,21,8.8,30.2,0,5.3
1977,1,22,8.2,31.3,0,5.4
1977,1,23,9.2,31,0,5.4
1977,1,24,9.1,32,0,4.9
1977,1,25,10.5,33,0,4.8
1977,1,26,11.7,33.3,0,5.5
1977,1,27,12.8,34.4,0,5.9
1977,1,28,14.6,35.7,0,6.6
1977,1,29,14.5,36.4,0,7.7
1977,1,30,18,34.8,0,9
1977,1,31,16.3,32,0,8.3
1977,2,1,13.9,29.9,0,7.6
1977,2,2,12.5,29.3,0,7.5
1977,2,3,11.4,29.2,0,7.3
1977,2,4,11.4,29.4,0,7
1977,2,5,11.7,30,0,7.1
1977,2,6,11.7,30.1,0,6.9
1977,2,7,12.2,30.7,0,7.2
1977,2,8,12.5,31.6,0,7.8
1977,2,9,13.6,32,0,7.6
1977,2,10,13.3,31.9,0,7.4
1977,2,11,12.2,30.8,0,6.4
1977,2,12,10.2,31.5,0,6.3
1977,2,13,11,32.3,0,6.5
1977,2,14,12.8,32.9,0,7.3
1977,2,15,12.4,32.8,0,6.6
1977,2,16,12.7,33.4,0,6.9
1977,2,17,12.5,32.9,0,7.5
1977,2,18,11.9,33.3,0,7.2
1977,2,19,10.4,34.7,0,7.2
1977,2,20,10.6,34.5,0,6.7
1977,2,21,11.1,34.1,0,6.4
1977,2,22,9.5,34.7,0,6.5
1977,2,23,13.2,35.1,0,7.9
1977,2,24,15,35.4,0,8
1977,2,25,15.8,35.4,0,8.3
1977,2,26,17.3,35,0,9.5
1977,2,27,17.6,34.1,0,9.5
1977,2,28,16.1,33.7,0,8.9
1977,3,1,15,34,0,8.1
1977,3,2,14.6,34.6,0,8.1
1977,3,3,15.6,35.1,0,9
1977,3,4,16.4,35.1,0,8.5
1977,3,5,16.3,35.1,0,8.3
1977,3,6,15.9,35.4,0,8
1977,3,7,16,36.4,0,8.2
1977,3,8,16.9,36.9,0,9.1
1977,3,9,17.2,36.3,0,9.4
1977,3,10,15.7,36.4,0,8.7
1977,3,11,15.7,36.9,0,9.3
1977,3,12,17.2,36.5,0,9.2
1977,3,13,17,35.9,0,8.7
1977,3,14,13.8,36.4,0,7.4
1977,3,15,14.7,38.1,0,7.8
1977,3,16,15,38.4,0,7.9
1977,3,17,15.6,38.5,0,7.6
1977,3,18,14.5,39.2,0,7.3
1977,3,19,16,40.5,0,8.1
1977,3,20,15.6,41,0,7.5
1977,3,21,14,39,0,5.5
1977,3,22,21.6,39.4,0.2,5.8
1977,3,23,19.7,38,0,5
1977,3,24,22,39.4,0,5.8
1977,3,25,19.5,39.7,0,7.1
1977,3,26,19.6,38.6,0,6.7
1977,3,27,20.8,38.6,0,8.2
1977,3,28,19.8,37.9,0,8.6
1977,3,29,17.3,37.6,0,7.6
1977,3,30,15.6,38.4,0,5.6
1977,3,31,15.2,39.2,0,6.1
1977,4,1,16.5,39.2,0,7.1
1977,4,2,26.2,37.7,0,7
1977,4,3,23.1,37.9,0,5.1
1977,4,4,18.2,40,0,7.7
1977,4,5,22.4,39.4,0,8.3
1977,4,6,23.1,39.1,0,9.5
1977,4,7,19.8,38.3,0,8.2
1977,4,8,18.1,38.4,0,7.5
1977,4,9,17.6,38.7,0,5.7
1977,4,10,16.6,40.1,0,5.5
1977,4,11,18.6,40,0,6.3
1977,4,12,22.9,37.1,0,6.3
1977,4,13,23.7,36.4,8.8,5.1
1977,4,14,20.3,34.5,0,4.9
1977,4,15,18.2,36.6,0,5.8
1977,4,16,15,37.4,0,6.2
1977,4,17,12.9,38.9,0,6.7
1977,4,18,13.7,38.9,0,6.7
1977,4,19,13.6,39.4,0,7.6
1977,4,20,18.5,38.5,0,8.4
1977,4,21,19.6,37.7,0,9.8
1977,4,22,15.6,37.6,0,8.6
1977,4,23,14.1,38.8,0,8.2
1977,4,24,16.5,39.9,0,8.9
1977,4,25,18.7,40.2,0,9.4
1977,4,26,18.8,39.7,0,9
1977,4,27,17.4,39.8,0,8.2
1977,4,28,14.9,39.7,0,7.2
1977,4,29,14,40,0,6.7
1977,4,30,14.7,40.8,0,6.6
1977,5,1,13.9,41.4,0,7.8
1977,5,2,17.2,40.4,0,8
1977,5,3,17.6,40,0,8.3
1977,5,4,15.9,40.3,0,8.6
1977,5,5,15.8,40.6,0,8.3
1977,5,6,15.6,41,0,8
1977,5,7,14.6,41.1,0,6.7
1977,5,8,14,41.4,0,5.2
1977,5,9,19.2,41.5,0,5.3
1977,5,10,19.5,41.5,0,5.5
1977,5,11,22.1,40.6,0,6
1977,5,12,24.6,38.8,0,6.6
1977,5,13,25,38.7,0,6.6
1977,5,14,24.2,38.3,0.2,6.5
1977,5,15,25.1,40.5,0,7.2
1977,5,16,25.3,38.4,0,7.7
1977,5,17,22.3,33.5,9.5,5.5
1977,5,18,23,35.6,0,5.2
1977,5,19,23.1,36.4,1.2,5.4
1977,5,20,22,37.9,0,5.9
1977,5,21,23.7,39.4,0.3,7.1
1977,5,22,22.4,39.6,0,6.5
1977,5,23,23,39.6,0.8,6.7
1977,5,24,22.3,38,6.5,7.5
1977,5,25,21.8,36,1.4,6.3
1977,5,26,20.4,36.9,0,5.4
1977,5,27,21.4,37.4,4.4,5.9
1977,5,28,21.6,34,4.1,6.6
1977,5,29,22.5,35.7,0.8,5.7
1977,5,30,22.9,37.7,5.2,5.5
1977,5,31,22.1,34,1,5.6
1977,6,1,22.5,36.2,2.7,5.2
1977,6,2,22.5,36.3,7,6.1
1977,6,3,22.1,35.4,4.4,5.8
1977,6,4,20.9,34.5,0,5.2
1977,6,5,22.3,36.4,1.9,5.7
1977,6,6,22.5,37.2,2.9,5.3
1977,6,7,22.6,36.9,0.1,5.9
1977,6,8,23.5,39,0,6.1
1977,6,9,22.2,37,6.9,6.4
1977,6,10,22.4,37.6,2.3,5.9
1977,6,11,22,37.3,4.7,6.3
1977,6,12,22.3,35.4,0,6.3
1977,6,13,23.3,35.5,3.2,4.3
1977,6,14,22.7,35.7,7.2,5.7
1977,6,15,22,32.7,6.6,5.4
1977,6,16,22.4,32.8,6.8,5.2
1977,6,17,21.7,32.5,3.3,5
1977,6,18,21.8,34.2,0,5.1
1977,6,19,22,35.4,0,5.3
1977,6,20,23.3,38.1,0,5.9
1977,6,21,23.5,38.8,0,6.8
1977,6,22,25,38.7,4.3,7.2
1977,6,23,23.7,36.4,0.9,6.2
1977,6,24,22.1,35.8,3.9,5.7
1977,6,25,21.8,34.2,2.1,5.4
1977,6,26,22.1,35.1,0.9,5.4
1977,6,27,22.4,36.8,5.3,5.6
1977,6,28,22.1,34.7,3.9,6.4
1977,6,29,22.1,34,9.1,5.9
1977,6,30,22.1,32.7,7.2,5.4
1977,7,1,22,32.1,7.9,4.6
1977,7,2,21.5,32.2,11.7,4.9
1977,7,3,22.5,32.8,2.3,5.8
1977,7,4,22,32.3,11.9,5.4
1977,7,5,23,31.5,1.7,4.6
1977,7,6,22.2,33.4,4.2,4.4
1977,7,7,21.4,32.5,6.2,5
1977,7,8,21,32.2,3.3,5.2
1977,7,9,21.9,32,9.6,4.7
1977,7,10,21.7,33.7,3.5,5.2
1977,7,11,21.4,34.1,1.6,5.4
1977,7,12,22.7,34.5,0.2,5.7
1977,7,13,22.9,36.3,1.2,6.3
1977,7,14,21.8,36.5,1.9,5.9
1977,7,15,22.6,35.5,0.3,5.9
1977,7,16,22.6,35.4,2.3,6
1977,7,17,22.2,34.7,0.7,5.5
1977,7,18,22.5,34.6,5.2,5.6
1977,7,19,22.5,33.3,7.8,6.3
1977,7,20,21.1,32.7,0,5.8
1977,7,21,22.3,36.2,2.2,4.9
1977,7,22,21.3,35,2.4,5.6
1977,7,23,22.1,35.6,4.4,6.3
1977,7,24,21.7,32.4,10.8,5.2
1977,7,25,22.8,33.3,2.3,5.4
1977,7,26,23.1,35.2,1.3,5.1
1977,7,27,21.4,31.7,2.4,4.9
1977,7,28,22.8,33.4,11.1,5.1
1977,7,29,22,32,0.9,4.8
1977,7,30,22.5,31.1,11.5,4.9
1977,7,31,22.9,31.1,2.3,4.8
1977,8,1,22.8,32.6,6.5,4.4
1977,8,2,22.4,29.1,3.3,4.4
1977,8,3,22.5,30.7,2.2,4.8
1977,8,4,22.2,30.3,3,4.8
1977,8,5,20.7,31.3,2.9,5
1977,8,6,22.1,32.2,2.9,4.9
1977,8,7,20.9,32.9,0,4.8
1977,8,8,23.3,34.3,0,5.3
1977,8,9,22.9,34.5,2.2,5.6
1977,8,10,23.1,34.2,12.8,5.1
1977,8,11,21.6,31.3,5.9,5
1977,8,12,21.7,29.7,7.9,5.2
1977,8,13,21.7,30.5,9.9,4.4
1977,8,14,22,29,9.1,3.6
1977,8,15,20.6,26.5,9.3,3
1977,8,16,22.1,29.2,1,4
1977,8,17,22.4,31.5,6,4.4
1977,8,18,22.6,31.4,8.9,5.2
1977,8,19,22.4,31.6,0,4.9
1977,8,20,22.5,31.8,0.5,4.5
1977,8,21,21.8,33.8,1.2,4.9
1977,8,22,22.6,34.1,1.2,5.4
1977,8,23,22.1,33.5,0.6,5.1
1977,8,24,22.3,34.2,0.5,5.1
1977,8,25,21.7,33.7,4.2,4.7
1977,8,26,22.1,33.5,3.5,5
1977,8,27,22.1,32.7,7.6,4.9
1977,8,28,21.3,31.9,3.6,4.9
1977,8,29,21.4,32.9,0,4.8
1977,8,30,22.5,32.1,3.1,4.6
1977,8,31,21.8,32.5,11.7,5.7
1977,9,1,22.1,28.7,13.6,3.7
1977,9,2,22,29.8,9.4,4.5
1977,9,3,21.9,30.6,5.9,4.5
1977,9,4,21.2,32.2,0.4,4.8
1977,9,5,21.6,33.1,6,5.9
1977,9,6,21.4,32.7,0,5.6
1977,9,7,22.2,34.9,0,5
1977,9,8,21.8,37.3,0,5.5
1977,9,9,20.7,31.7,8.7,5.4
1977,9,10,21.5,31.6,0,5.6
1977,9,11,21.9,30,0,4.4
1977,9,12,21,33.8,0,5
1977,9,13,21.9,35.8,2.6,4.3
1977,9,14,20.6,35.9,1.6,5.4
1977,9,15,21.1,34.9,5.3,5.2
1977,9,16,21.5,28.5,9.3,3.9
1977,9,17,22,28.3,12.1,4.3
1977,9,18,21.4,26.7,11.3,2.6
1977,9,19,19.7,31.5,0,4.5
1977,9,20,21.3,34.4,0.4,5.2
1977,9,21,20.9,34.2,2.3,5.2
1977,9,22,19.7,33.6,3,5.8
1977,9,23,21.4,33.3,0.8,5.3
1977,9,24,20.5,33.8,0,4.8
1977,9,25,20.9,33.8,2.3,5.4
1977,9,26,20.2,33.3,2.7,5.5
1977,9,27,21.2,31.7,0,5.3
1977,9,28,21,32.1,5.1,4.7
1977,9,29,19.8,31.2,0,4.4
1977,9,30,21,33.5,1.5,4.9
1977,10,1,21.7,34.6,0.9,5.3
1977,10,2,21.1,33.7,0,4.6
1977,10,3,21.3,33.7,4.5,4.5
1977,10,4,20.1,33.2,4.8,4.4
1977,10,5,21.4,33.4,8.7,5.1
1977,10,6,20.6,32.6,0,4.8
1977,10,7,19.8,34.4,0.1,5.4
1977,10,8,21.2,33.3,4.4,5.7
1977,10,9,20.5,33.5,0,5.2
1977,10,10,20.4,36.8,0,5.6
1977,10,11,20.1,37.5,0,5.6
1977,10,12,17.4,38.6,0,6.2
1977,10,13,16.1,37.9,0,6.2
1977,10,14,15,37.3,0,5.5
1977,10,15,13.3,37.5,0,5.5
1977,10,16,13.3,37.4,0,5.5
1977,10,17,13.4,37.2,0,5.2
1977,10,18,12.9,37.5,0,5.1
1977,10,19,13.9,37.6,0,4.5
1977,10,20,13.2,38.5,0,5.6
1977,10,21,14.4,38,0,4.4
1977,10,22,13.3,38.3,0,4.1
1977,10,23,13.8,37.6,0,4.6
1977,10,24,13.6,37.2,0,4.9
1977,10,25,15.6,36.5,0,6.4
